Code,foldchange,samp.lf
FGF3,0.093353458,0.265846837
FGF4,-0.035662394,0.795332593
FGF5,-0.023140225,0.58918461
FGF6,0.033517966,0.539482057
FGF7,-0.068870859,0.960861265
FGF8,-0.067503066,0.876699223
FGF9,-0.021168298,0.935050684
FGFBP1,0.009604784,0.861988161
FGFR1,0.037302888,0.863811321
FGFR1OP,0.134339267,0.480629671
FGFR2,0.039498171,0.575142434
FGFR3,-0.07583401,0.25882057
FGFR4,-0.035198904,0.983601924
FGG,-0.068492082,0.487409545
FGGY,-0.114575301,0.080577876
FGL1,-0.037137813,0.340500185
FGL2,-0.03855275,0.993977063
FGR,0.021696911,0.661254902
FH,-0.067801373,0.780901961
FHIT,0.103467385,0.481604144
FHL1,0.003167982,0.849022568
FHL2,0.262244946,0.437916389
FHL3,0.210525715,0.349466519
FHL5,0.123902383,0.050962634
FHOD1,-0.024139784,0.450654828
FHOD3,0.011149165,0.663651498
FIBP,-0.003009486,0.898959674
FICD,-0.101289916,0.779143914
FIG4,0.080179588,0.36045801
FIGF,-0.019639916,0.684871624
FILIP1L,0.153298376,0.239163892
FIP1L1,0.175596021,0.038154643
FIS1,0.152465533,0.461066223
FJX1,0.026923793,0.777110618
FKBP10,0.01856615,0.917342952
FKBP11,-0.056867597,0.551757307
FKBP14,-0.1544244,0.295714391
FKBP15,-0.028248011,0.95000444
FKBP1A,0.260704724,0.188769515
FKBP1B,0.188408211,0.442903071
FKBP2,0.245539029,0.487659637
FKBP3,0.053017115,0.639803182
FKBP4,-0.069410479,0.436239734
FKBP5,-0.171207903,0.020881983
FKBP6,0.04269242,0.438208657
FKBP8,0.128817407,0.265369589
FKBP9,0.042702667,0.928036996
FKBPL,0.033737119,0.896936737
FKRP,-0.111487697,0.801722531
FKSG49,-0.162737541,0.416854606
FKTN,-0.192628911,0.338692564
FLAD1,-0.090096414,0.203798742
FLCN,-0.074272143,0.600502405
FLG,0.038929594,0.775200148
FLI1,-0.103519101,0.34263633
FLII,-0.190885441,0.200355901
FLJ10038,0.108656823,0.422879023
FLJ11292,0.018208038,0.888556419
FLJ11710,0.08813933,0.448584536
FLJ13224,0.040993687,0.682991491
FLJ20712,-0.118354534,0.481075842
FLJ21369,0.020357253,0.716388457
FLJ22184,-0.047111149,0.948583056
FLJ23519,0.083046253,0.3840037
FLJ42627,-0.15274607,0.456758417
FLNA,-0.097045948,0.64054902
FLNB,-0.151873897,0.022983352
FLNC,-0.105279113,0.83599778
FLOT1,-0.081604946,0.32863855
FLOT2,-0.090083749,0.218516463
FLRT1,0.038190909,0.262967074
FLRT2,0.057405797,0.220679245
FLRT3,0.050786035,0.48708768
FLT1,-0.027354973,0.835598964
FLT3,0.005379861,0.699893452
FLT3LG,0.070613668,0.669435442
FLT4,0.101196152,0.197625601
FLVCR2,-0.150354323,0.288377358
FMNL1,0.053704785,0.50927562
FMO1,0.060590346,0.326859785
FMO2,0.071454276,0.162325564
FMO3,0.003567287,0.856714761
FMO4,0.102763198,0.291508694
FMO5,0.047364137,0.950577876
FMO6P,-0.125991686,0.019610063
FMOD,-0.008443558,0.438694044
FMR1,0.179646945,0.272258232
FN1,-0.025589748,0.752738439
FN3K,-0.074922801,0.947339253
FN3KRP,-0.144602376,0.023106178
FNBP1,-0.019042028,0.93736811
FNBP1L,0.015932364,0.810195339
FNBP4,-0.045200023,0.425934887
FNDC3A,0.116716666,0.387015908
FNDC3B,-0.019363211,0.419994081
FNDC4,0.033449161,0.646956715
FNDC8,0.08340218,0.169773585
FNTA,0.033931634,0.949802442
FNTB,-0.025227071,0.648595634
FOCAD,-0.169959666,0.02417832
FOLH1,-0.022031676,0.813921939
FOLH1B,0.054893901,0.447672956
FOLR1,0.008092328,0.883924528
FOLR2,0.156607469,0.233469478
FOLR3,-0.049096643,0.78972993
FOS,-0.146032572,0.513767666
FOSB,0.154975196,0.155565668
FOSL1,0.336398036,0.125083241
FOSL2,-0.147870819,0.437970403
FOXA1,-0.01258691,0.962061413
FOXA2,0.114853907,0.116485387
FOXB1,0.010439056,0.677813541
FOXC1,-0.112184543,0.374559378
FOXC2,-0.029251737,0.791806141
FOXD1,0.078311612,0.215473178
FOXD2,-0.036409314,0.586756197
FOXD3,-0.000422983,0.827101739
FOXD4,0.068992542,0.482953015
FOXD4L1,0.068992542,0.482953015
FOXE1,0.024142098,0.94881983
FOXE3,-0.040847673,0.479709952
FOXF1,0.060316502,0.246223455
FOXF2,-0.013397581,0.854267111
FOXG1,0.046227597,0.390751017
FOXH1,-0.019421153,0.844831669
FOXI1,-0.034981418,0.987063263
FOXJ1,-0.047181132,0.792024417
FOXJ2,-0.29914766,0.002930818
FOXJ3,0.024760614,0.857525712
FOXK2,-0.119215688,0.138041435
FOXL1,-0.020929524,0.789672956
FOXL2,0.018396555,0.862899001
FOXM1,-0.135835804,0.064449131
FOXN1,0.071740619,0.4354569
FOXN2,0.138259944,0.445689974
FOXN3,0.01791482,0.75454532
FOXN3-AS2,-0.058823822,0.602203478
FOXO1,-0.043097435,0.542993711
FOXO3,0.010028918,0.568105438
FOXO3B,-0.042854847,0.699358491
FOXO4,0.010220811,0.659973363
FOXP3,-0.038961783,0.92554865
FOXRED2,0.086317758,0.33509286
FPGS,-0.029678464,0.787521273
FPGT,0.133691245,0.496809471
FPGT-TNNI3K,-0.016041531,0.967791343
FPR1,0.069494758,0.222516463
FPR2,-0.015482966,0.622689604
FPR3,-0.108132642,0.116950795
FRAS1,-0.053746673,0.762310766
FRAT1,-0.309229906,0.020953755
FRAT2,-0.222859724,0.074129486
FRG1,0.121400782,0.331850536
FRK,-0.002047268,0.678176841
FRMD1,0.054043775,0.613131336
FRMD4A,0.010107549,0.234408435
FRMD4B,0.052763428,0.399024787
FRMD8,-0.045623098,0.258110988
FRMPD1,0.094797949,0.156340363
FRMPD4,-0.085660478,0.453073622
FRRS1L,0.002986896,0.782675546
FRS2,0.000648359,0.787685535
FRS3,-0.081318085,0.618902701
FRY,-0.032384724,0.800742878
FRYL,-0.185711959,0.185712172
FRZB,0.031585594,0.605875694
FSBP,0.036144615,0.577759526
FSCN1,0.205420284,0.340519423
FSCN2,-0.030232107,0.456802812
FSCN3,-0.022579362,0.390314465
FSD1,-0.028906488,0.953377728
FSHB,0.020775222,0.957109878
FSHR,0.033266677,0.912470588
FST,0.013790649,0.914613393
FSTL1,0.197203465,0.660876064
FSTL3,0.135170978,0.570582316
FSTL4,-0.027203736,0.520193859
FTCD,0.148057388,0.316529782
FTH1,0.242288034,0.02064077
FTH1P5,0.08969112,0.313280059
FTL,0.077479402,0.327482057
FTO,-0.02437057,0.935524972
FTSJ1,-0.059621596,0.315325194
FTSJ2,-0.248563674,0.095014428
FTSJ3,-0.057981597,0.109238624
FUBP1,-0.083573061,0.335165372
FUBP3,0.042517452,0.44081539
FUCA1,-0.081284766,0.325121717
FURIN,-0.035316011,0.751115057
FUS,0.040823707,0.467586385
FUT1,0.022099951,0.793008509
FUT2,0.102095514,0.154018498
FUT3,0.018724472,0.617078061
FUT4,0.13307332,0.185439142
FUT5,-0.00399788,0.974978172
FUT6,0.012790644,0.747230485
FUT7,0.00913083,0.778421754
FUT8,0.057946388,0.942975213
FUT9,0.043985647,0.403593785
FUZ,0.072737077,0.465369589
FXN,0.021142188,0.883223085
FXR1,0.117958804,0.493398446
FXR2,0.103581629,0.688967814
FXYD1,-0.013364539,0.976501665
FXYD2,0.030480109,0.741020718
FXYD3,0.166827991,0.159585646
FXYD5,0.022523084,0.974568257
FXYD6,0.223946109,0.312569737
FXYD6-FXYD2,0.051699413,0.605508694
FXYD7,-0.219198047,0.198471328
FYB,0.207975118,0.023992601
FYCO1,-0.261933488,0.074500185
FYN,-0.165076497,0.03454606
FZD1,-0.06645855,0.605321495
FZD10,0.012863339,0.88782094
FZD2,0.006840182,0.630358861
FZD3,-0.008856811,0.820970033
FZD4,-0.066098469,0.30627229
FZD5,-0.025822441,0.846345542
FZD6,0.191404665,0.129421384
FZD7,0.062778331,0.294079171
FZD8,0.010980225,0.376221236
FZD9,0.060376204,0.625619682
FZR1,0.017756458,0.808077691
G0S2,1.342953105,0.012224195
G3BP1,0.129476564,0.114786533
G3BP2,0.080755705,0.175752127
G6PC,0.110536088,0.173883833
G6PC2,-0.02755426,0.550394377
G6PC3,0.089701484,0.459171291
G6PD,0.099812614,0.383081021
GAA,0.026581856,0.940486866
GAB1,-0.116743843,0.208403256
GAB2,-0.04662226,0.888761376
GABARAP,0.049988574,0.672574917
GABARAPL1,-0.091383234,0.74836811
GABARAPL2,0.037188718,0.424239734
GABARAPL3,-0.070372314,0.778533851
GABBR1,-0.16812197,0.068573807
GABBR2,0.010460483,0.827849797
GABPA,0.040731665,0.43900407
GABPB1,0.03692584,0.597071402
GABRA1,0.03472394,0.72445431
GABRA2,0.051505228,0.298291528
GABRA3,0.055542986,0.475940067
GABRA4,-0.009493266,0.881110618
GABRA5,0.038558711,0.282956715
GABRA6,0.151627135,0.030531262
GABRB1,0.011633272,0.717191269
GABRB2,0.049297112,0.914556419
GABRB3,0.003722364,0.722923418
GABRD,0.056994653,0.255488716
GABRE,-0.085330424,0.243420644
GABRG2,-0.034339231,0.923854236
GABRG3,0.115947654,0.250537921
GABRP,-0.026473511,0.773325194
GABRQ,0.044764614,0.777969663
GABRR1,0.094695059,0.370241953
GABRR2,0.020163884,0.757758047
GAD1,-0.003276021,0.911780984
GAD2,-0.045889802,0.521290418
GADD45A,0.371020096,0.006995191
GADD45B,0.505763187,0.03881465
GADD45G,-0.039165119,0.798649649
GADD45GIP1,0.148901944,0.154744358
GAGE1,0.009310274,0.569890677
GAGE12B,0.036379581,0.41565061
GAGE12C,0.036077908,0.443892157
GAGE12D,0.036077908,0.443892157
GAGE12E,0.036077908,0.443892157
GAGE12F,0.036379581,0.41565061
GAGE12G,0.036379581,0.41565061
GAGE12H,0.036077908,0.443892157
GAGE12I,0.036379581,0.41565061
GAGE12J,0.006488788,0.536800099
GAGE13,0.006488788,0.536800099
GAGE2A,0.034741951,0.324691084
GAGE2B,0.068125038,0.448463189
GAGE2C,0.034741951,0.324691084
GAGE2D,0.006488788,0.536800099
GAGE2E,-0.010309707,0.40445246
GAGE3,0.075359799,0.486973733
GAGE4,0.036379581,0.41565061
GAGE5,0.036379581,0.41565061
GAGE6,0.036379581,0.41565061
GAGE7,0.036379581,0.41565061
GAGE8,-0.010309707,0.40445246
GAK,-0.11179851,0.117470958
GAL,0.068746854,0.149024047
GAL3ST1,0.00397898,0.518792453
GAL3ST4,0.099039896,0.368062893
GALC,-0.105680406,0.190426193
GALE,0.087945363,0.666523122
GALK1,0.185324773,0.305987421
GALK2,-0.037863466,0.564477248
GALNS,-0.178476824,0.037527932
GALNT1,0.246290444,0.100670366
GALNT10,-0.25647834,0.052036996
GALNT11,0.014381303,0.575974103
GALNT12,-0.128812645,0.197116537
GALNT14,0.001800943,0.800537921
GALNT2,-0.066757419,0.460890122
GALNT3,0.088764423,0.32700333
GALNT4,0.002683408,0.692532741
GALNT6,-0.152916459,0.127116537
GALNT7,0.25016739,0.191459119
GALNT8,-0.062378698,0.328609323
GALR1,0.013349044,0.792229375
GALR2,-0.127963707,0.830284129
GALR3,0.040818524,0.994110988
GALT,-0.122456299,0.169156493
GAMT,0.083415477,0.515834998
GAN,-0.057056955,0.930733999
GANAB,0.08378277,0.859436182
GAP43,0.025164284,0.573260821
GAPDH,0.018346496,0.846643729
GAPDHS,0.001561995,0.972790233
GAPVD1,0.015527531,0.82045357
GAR1,0.196640603,0.058834628
GAREM,-0.023912784,0.706588235
GARS,-0.021691222,0.880626711
GART,-0.135283331,0.050519423
GAS1,-0.061206153,0.839431003
GAS2,-0.066332514,0.362896041
GAS2L1,0.158693555,0.369423603
GAS6,-0.122828991,0.170158343
GAS7,0.06262777,0.500627451
GAS8,-0.082314129,0.361400666
GAST,0.159640468,0.207024787
GATA1,-0.018604176,0.67100037
GATA2,0.057700625,0.652759156
GATA3,-0.119607349,0.118737699
GATA4,0.058712513,0.418811691
GATA6,0.175040919,0.01345838
GATAD1,0.167651611,0.077382908
GATAD2A,-0.010076247,0.449627821
GATC,-0.011824351,0.439038846
GATM,0.198846447,0.004942656
GBA,-0.187420297,0.078381058
GBA3,-0.079360008,0.120983352
GBAP1,-0.098773453,0.073075102
GBAS,0.192983283,0.031896411
GBE1,0.213811463,0.011057344
GBF1,-0.220032796,0.011611543
GBP1,0.031693126,0.139504255
GBP2,-0.07427028,0.915943766
GBX1,-0.086276745,0.601038846
GBX2,0.040699135,0.228838328
GC,-0.026602308,0.89891158
GCA,0.402407407,0.086424713
GCAT,0.093076922,0.466671846
GCC1,-0.278052023,0.0529064
GCC2,0.079407855,0.610493526
GCDH,-0.008416704,0.415477617
GCFC2,-0.019682834,0.822351461
GCG,-0.044160837,0.131720311
GCGR,0.059375415,0.870523862
GCH1,-0.007711078,0.314704403
GCHFR,0.18394814,0.398448391
GCK,0.06436683,0.357616722
GCKR,-0.001563325,0.855578986
GCLC,-0.019598881,0.933772105
GCLM,0.090313831,0.298932297
GCM1,0.001014067,0.900202738
GCM2,-0.045231133,0.46226933
GCN1L1,-0.292336073,0.041135035
GCNT1,-0.273219903,0.065670736
GCNT1P1,-0.050840213,0.913118017
GCNT2,0.023868408,0.950239734
GCNT3,0.189264105,0.102651868
GCNT4,0.062754495,0.618673326
GCOM1,0.080144462,0.272714021
GCSH,0.10543168,0.161945986
GDAP1,-0.114859355,0.168958935
GDAP1L1,0.092766094,0.223049205
GDAP2,-0.069104226,0.475556789
GDE1,-0.485403406,0.042518683
GDF1,0.098661848,0.059219386
GDF10,-0.066906658,0.946873104
GDF11,0.007537211,0.844315205
GDF15,0.004231577,0.814680725
GDF2,0.085606001,0.106442471
GDF3,-0.0258714,0.879831299
GDF5,0.192838243,0.138240474
GDF9,0.033327373,0.776975213
GDI1,-0.056473267,0.205752867
GDI2,-0.054100908,0.436962634
GDNF,-0.025142753,0.987052164
GDPD2,0.091364427,0.751840178
GDPD3,-0.212773642,0.052213836
GDPD5,-0.228495216,0.061385868
GEM,0.389767736,0.074992971
GEMIN2,0.027703528,0.814539401
GEMIN4,-0.19081207,0.017097299
GEMIN6,-0.095622922,0.453116537
GEMIN7,-0.059224565,0.869061783
GEMIN8,0.05618139,0.265157973
GFAP,0.043784658,0.832510544
GFER,0.151379099,0.080106548
GFI1,-0.408045333,0.003784684
GFI1B,0.204137744,0.529674436
GFM1,-0.086320962,0.742278949
GFOD1,-0.468469942,0.020564558
GFOD2,0.001219695,0.35945394
GFPT1,0.032237208,0.733448761
GFPT2,0.014338714,0.951698853
GFRA1,-0.031632856,0.957780984
GFRA2,-0.021558306,0.682379578
GFRA3,-0.01165439,0.655047725
GFRA4,0.094775153,0.392741398
GGA1,-0.036279438,0.406117647
GGA2,-0.136748584,0.118028117
GGA3,-0.272479538,0.013051424
GGCT,0.076485671,0.218701443
GGCX,0.088361238,0.393490936
GGH,0.171472281,0.151196448
GGNBP2,0.072922132,0.7059963
GGPS1,0.085787356,0.666412135
GGT1,0.02178153,0.661036996
GGT2,0.02178153,0.661036996
GGT3P,0.082578441,0.785664077
GGT5,-0.023025703,0.700429153
GGTLC1,0.0173958,0.742706376
GGTLC2,0.076859365,0.480523616
GH1,-0.01612496,0.589004255
GH2,-0.003625744,0.746929338
GHITM,-0.012239656,0.942220496
GHR,-0.082219141,0.482475028
GHRH,0.028052828,0.471889752
GHRHR,0.023197175,0.262625971
GHSR,-0.045525171,0.930079911
GID4,0.200992478,0.03600444
GID8,0.05229977,0.867943766
GIF,-0.042570595,0.857590825
GIGYF2,-0.080431452,0.271989641
GIMAP1-GIMAP5,-0.143546447,0.068219016
GIMAP4,0.059008725,0.996384758
GIMAP5,-0.143546447,0.068219016
GIMAP6,-0.089475548,0.167923048
GIN1,0.052252957,0.711685535
GINS1,0.159814455,0.164064373
GINS2,0.050560846,0.993925268
GINS3,-0.11173202,0.120708842
GINS4,0.005338803,0.457008509
GIP,-0.026496199,0.993701073
GIPC1,0.071232538,0.653787643
GIPC2,0.008633068,0.44145616
GIPR,0.095993057,0.344981872
GIT1,-0.029270849,0.676627451
GIT2,0.075333972,0.386475028
GJA1,0.039113951,0.439046985
GJA3,-0.026835403,0.164330744
GJA4,0.022615407,0.898826489
GJA5,0.051620532,0.966098409
GJA8,0.094516963,0.273656678
GJA9,0.009220808,0.429524232
GJA9-MYCBP,0.011572445,0.64308731
GJB1,-0.033400715,0.617942286
GJB3,0.056007459,0.507323714
GJB4,-0.077329542,0.114042175
GJB5,0.00344123,0.858247873
GJC1,0.082955802,0.310225675
GJC2,0.028616203,0.940967074
GJD2,0.090518328,0.40935923
GK,-0.026171613,0.56254532
GK-AS1,-0.058520044,0.751718831
GK2,0.007745759,0.93291084
GK3P,-0.04883888,0.455475398
GKN1,0.070729986,0.431303737
GLA,-0.041782427,0.429587865
GLB1,-0.059487559,0.28936811
GLB1L,-0.15721591,0.115671476
GLB1L2,0.086897535,0.757752867
GLCE,0.047429499,0.591284499
GLDC,0.194387933,0.377166852
GLE1,-0.13103375,0.167928228
GLG1,-0.235085247,0.117043285
GLI1,0.062937054,0.824783574
GLI2,0.06699266,0.357926748
GLI3,-0.056575038,0.449290418
GLIPR1,0.089331494,0.367512394
GLMN,0.009751988,0.540311506
GLO1,0.079710089,0.520124306
GLOD4,-0.049223285,0.404471328
GLP1R,0.034105308,0.310901221
GLP2R,0.004604461,0.936861265
GLRA1,-0.034379325,0.277531632
GLRA2,0.049823094,0.962295228
GLRA3,0.005824827,0.962576397
GLRB,0.044883242,0.480335183
GLRX,-0.04736523,0.919848317
GLRX2,0.149763155,0.023519053
GLRX3,-0.032283499,0.831623381
GLRX5,0.053920493,0.613058084
GLS,0.067814949,0.664699963
GLS2,0.020286495,0.594290788
GLT8D1,0.019607498,0.922217536
GLT8D2,-0.020858632,0.440979652
GLTP,-0.025599253,0.861648539
GLTSCR1,-0.161644731,0.049806881
GLTSCR1L,-0.080113385,0.265208287
GLTSCR2,0.046225167,0.716072512
GLUD1,-0.015121538,0.877383648
GLUD2,-0.096754762,0.310194599
GLUL,-0.032399014,0.505720311
GLULP4,0.031599576,0.738017758
GLYAT,0.048695226,0.410975953
GLYR1,0.030360574,0.695165002
GM2A,-0.039302943,0.920267111
GMCL1,0.221596253,0.265593045
GMDS,-0.064386898,0.665897891
GMEB1,-0.091507867,0.729621162
GMEB2,-0.1383306,0.147834998
GMFB,0.043768898,0.686915279
GMFG,-0.037657331,0.702885683
GMIP,-0.145288102,0.07018054
GML,0.033365041,0.896581576
GMNN,0.150059131,0.190132445
GMPPA,-0.17584021,0.015783204
GMPPB,-0.092030967,0.198797632
GMPR,-0.093899151,0.924143544
GMPR2,-0.104931411,0.325692194
GMPS,0.099803779,0.220291528
GNA11,0.003448403,0.827102479
GNA12,-0.103002001,0.299777284
GNA13,-0.017882602,0.939734369
GNA14,-0.042360253,0.544335183
GNA15,0.076991774,0.328161302
GNAI1,0.022380164,0.90526896
GNAI2,0.138024412,0.087880873
GNAI3,0.069231025,0.420025897
GNAL,-0.046945776,0.930810951
GNAO1,0.006161557,0.973026267
GNAQ,0.007669568,0.852697003
GNAS,0.004594186,0.702076952
GNAT1,-0.005519174,0.672805771
GNAT2,0.045045496,0.490157603
GNAT3,0.028930051,0.922602294
GNAZ,0.206456274,0.500149464
GNB1,-0.062583389,0.358603034
GNB1L,-0.016885539,0.320449871
GNB2,0.104537466,0.362025157
GNB2L1,-0.17844452,0.071476138
GNB3,0.025114092,0.309873474
GNB5,-0.003819523,0.910658528
GNE,-0.117897481,0.411484277
GNG10,0.130508409,0.064226415
GNG11,0.442385997,0.18790899
GNG12,0.063033536,0.286975213
GNG13,-0.019338351,0.787510914
GNG3,-0.000641119,0.508130966
GNG4,0.076854152,0.263236404
GNG5,0.117202964,0.056081391
GNG7,0.098694243,0.559305216
GNGT1,0.001721492,0.706916019
GNL1,0.12936513,0.103047725
GNL2,0.111522177,0.403765446
GNL3,-0.064129548,0.650103589
GNL3L,-0.038131654,0.978935997
GNLY,-0.084689525,0.192426933
GNMT,0.006123618,0.911434702
GNPAT,0.040547865,0.631214206
GNPDA1,-0.094972198,0.123981502
GNPTAB,0.115940414,0.233524232
GNRH1,-0.08008475,0.436320385
GNRH2,0.026252835,0.731316315
GNRHR,-0.021283825,0.875489456
GNS,-0.077632968,0.468853866
GOLGA1,-0.288875578,0.05872882
GOLGA2,0.025023319,0.417675916
GOLGA2P5,-0.016253632,0.839852756
GOLGA2P7,-0.231083502,0.008122826
GOLGA3,-0.45766011,0.001037366
GOLGA4,-0.067701036,0.816199778
GOLGA5,0.153732585,0.190204218
GOLGA6A,0.086387315,0.192600814
GOLGA6L4,-0.28177209,0.051738809
GOLGA6L5P,-0.28177209,0.051738809
GOLGA6L9,-0.28177209,0.051738809
GOLGA7,0.060722738,0.788864225
GOLGA8A,-0.445448516,0.024738439
GOLGA8B,-0.409617877,0.03100037
GOLGA8CP,-0.053352794,0.429492416
GOLGA8DP,-0.053352794,0.429492416
GOLGA8EP,-0.053352794,0.429492416
GOLGA8F,-0.053352794,0.429492416
GOLGA8G,-0.053352794,0.429492416
GOLGA8N,-0.251034885,0.040604514
GOLGB1,-0.018285832,0.687989641
GOLIM4,0.072437386,0.149232704
GOLM1,0.155577388,0.220617092
GOLPH3,0.059610251,0.176029597
GOLPH3L,0.130149216,0.431026267
GOLT1B,-0.024919924,0.579705512
GON4L,-0.127154099,0.086790973
GORASP1,-0.099746541,0.520408435
GORASP2,-0.10838599,0.082938217
GOSR1,-0.100446118,0.143610063
GOSR2,-0.181322108,0.008648909
GOT1,-0.091033427,0.31454902
GOT2,-0.036563322,0.275145394
GOT2P1,0.053696379,0.534240474
GP1BA,-0.034266504,0.65254162
GP1BB,0.309651253,0.222532001
GP2,0.030957621,0.510005919
GP5,0.08535579,0.43836626
GP6,0.101960337,0.376809471
GP9,0.129651328,0.410084351
GPA33,-0.076559387,0.295798002
GPAA1,-0.09432591,0.386523862
GPALPP1,0.124582717,0.226899741
GPATCH1,-0.081191343,0.244144284
GPATCH2,-0.09340582,0.87354347
GPATCH2L,-0.061833931,0.433967444
GPATCH3,-0.189956392,0.184845727
GPATCH4,-0.081663507,0.457283759
GPATCH8,-0.077189632,0.301491676
GPBP1L1,0.044812347,0.861044025
GPC1,0.052209771,0.320039956
GPC3,-0.074483407,0.440463929
GPC4,0.027730946,0.563389567
GPC5,-0.064088849,0.524056974
GPD1,0.113875731,0.1119963
GPD1L,-0.028136238,0.904584536
GPD2,0.038752642,0.720415094
GPER1,0.007357159,0.754523862
GPHN,-0.030094849,0.531330374
GPI,-0.147319784,0.116762856
GPKOW,-0.280721932,0.150830929
GPLD1,-0.000968561,0.704377358
GPM6A,-0.054339979,0.966748798
GPM6B,0.082270912,0.185204587
GPN1,-0.126689667,0.201553089
GPN2,-0.13145917,0.28181428
GPN3,0.106658396,0.057229005
GPNMB,-0.027550035,0.608585276
GPR1,-0.013317943,0.611504255
GPR107,-0.156311055,0.014415094
GPR110,-0.029436086,0.537496115
GPR116,-0.013294124,0.713641139
GPR12,-0.058655104,0.308896781
GPR124,-0.016795592,0.346375139
GPR125,0.006841242,0.739780244
GPR126,-0.062512994,0.452224195
GPR132,0.033173364,0.616187199
GPR135,0.027566774,0.294081391
GPR137,0.028021034,0.86491306
GPR137B,0.098560467,0.287490936
GPR143,0.096185047,0.591468738
GPR144,0.04842051,0.659396966
GPR15,0.046061718,0.333559748
GPR153,-0.056068652,0.674429893
GPR157,-0.045416806,0.771068442
GPR161,-0.009679395,0.870124306
GPR162,-0.003279124,0.982504624
GPR17,0.014520622,0.928255272
GPR171,-0.215214856,0.159648539
GPR173,0.035104937,0.619738069
GPR176,0.061511357,0.582970773
GPR18,0.154968316,0.227576027
GPR182,-0.067686704,0.480227155
GPR183,0.780263107,0.006628931
GPR19,-0.025868907,0.746117647
GPR20,-0.201747859,0.067973363
GPR21,-0.039785453,0.531077321
GPR22,-0.010735457,0.906702183
GPR25,0.063712351,0.553618202
GPR27,-0.064042374,0.909379208
GPR3,0.063206132,0.884427673
GPR31,-0.050358336,0.26281835
GPR32,-0.07353614,0.643732889
GPR35,0.237837362,0.166523862
GPR37,-0.041610359,0.55109064
GPR37L1,0.054762609,0.735338513
GPR39,-0.009701178,0.988927858
GPR4,0.119584966,0.033115057
GPR42,0.012745155,0.810763596
GPR45,-0.038074315,0.943517573
GPR50,-0.067862262,0.797411765
GPR52,0.078042147,0.338319645
GPR56,-0.11106705,0.248348502
GPR6,0.053369359,0.654005179
GPR63,-0.042498543,0.947567888
GPR64,-0.182378309,0.036771735
GPR65,0.055270633,0.683476138
GPR68,-0.024902756,0.907586385
GPR75,-0.120511548,0.233145394
GPR78,0.084040549,0.578688864
GPR85,0.008740902,0.932008879
GPR87,0.014143294,0.571754347
GPR88,0.03846292,0.43590677
GPR89A,-0.198799199,0.114631151
GPR89B,-0.198799199,0.114631151
GPR97,0.101972536,0.455706992
GPR98,0.025110423,0.415992601
GPRASP1,-0.098711678,0.358918979
GPRC5A,-0.020932155,0.868396596
GPRC5B,-0.006905375,0.653809101
GPRC5C,0.135697888,0.478828709
GPRC5D,0.070744282,0.695900851
GPRIN2,0.131018386,0.314341842
GPS1,0.161425698,0.37200222
GPS2,-0.159901938,0.210946356
GPSM2,0.040230057,0.733676656
GPSM3,0.055370049,0.715406585
GPT,-0.125937683,0.406655568
GPX1,0.259429124,0.090711802
GPX2,0.0159584,0.851507954
GPX3,0.057018851,0.408263411
GPX4,0.157621371,0.522711062
GPX5,0.073058591,0.513652238
GPX7,0.012585953,0.841873474
GRAMD1B,-0.147769419,0.081120237
GRAMD1C,0.005793499,0.782776915
GRAMD3,-0.026195687,0.215194969
GRAMD4,-0.131107343,0.233166852
GRAP,-0.015242229,0.748114687
GRAP2,-0.043250222,0.612153903
GRB10,-0.037645693,0.508802812
GRB14,0.133935433,0.63372993
GRB2,0.048069968,0.261058084
GRB7,-0.081131425,0.19618424
GREB1,-0.026375042,0.538416574
GREB1L,-0.100104331,0.232583056
GREM1,0.050276086,0.24354421
GREM2,-0.059763675,0.31236478
GRHL2,-0.008138003,0.949220126
GRHPR,0.09158867,0.535416944
GRIA1,0.063906818,0.417460599
GRIA2,-0.066642525,0.647149094
GRIA3,0.029075493,0.603120237
GRIA4,-0.117641674,0.235433222
GRID2,0.098733398,0.183136515
GRIK1,-0.066676996,0.581191269
GRIK1-AS2,0.069824089,0.501665557
GRIK2,-0.004790209,0.843298557
GRIK3,0.054719146,0.69481391
GRIK4,-0.026706358,0.97517943
GRIK5,0.111091314,0.18699593
GRIN1,0.070091456,0.383848317
GRIN2A,0.128206716,0.264799112
GRIN2B,0.034013685,0.412238254
GRIN2C,0.045760174,0.276313725
GRIN2D,-0.004474807,0.872321865
GRINA,0.056286293,0.581166852
GRIP1,-0.026590433,0.624432852
GRIP2,0.058331408,0.47981724
GRK1,0.130107881,0.018281169
GRK4,0.035491508,0.586850906
GRK5,0.046197794,0.592422494
GRK6,-0.008169959,0.960066593
GRM1,0.051906458,0.343617462
GRM2,0.176080476,0.050411395
GRM3,-0.057626352,0.851866815
GRM4,0.033870085,0.290890122
GRM5,0.040240443,0.265530892
GRM6,-0.008424545,0.690235294
GRM7,0.016797516,0.74272882
GRM8,-0.006669014,0.967400666
GRN,-0.061340084,0.445038106
GRP,0.018850085,0.602229375
GRPEL1,0.027276022,0.099254902
GRPR,0.090590169,0.244710322
GRSF1,-0.024841647,0.408650388
GRTP1,-0.009826904,0.971799482
GRWD1,-0.072128612,0.313966704
GS1-103B18.1,-0.02099106,0.778144284
GS1-111G14.1,0.163591707,0.459148354
GS1-124K5.9,0.141503892,0.020225675
