Code,foldchange,samp.nuts
ELF4,-0.190770028,0.014187939
ELF5,0.027148561,0.516133185
ELK1,-0.029453885,0.604187199
ELK2AP,0.076391304,0.272521643
ELK3,-0.000518033,0.993462819
ELK4,0.048308747,0.351482057
ELL,0.067267483,0.450132445
ELL2,0.189493765,0.037704033
ELL2P3,0.01227924,0.82427007
ELL3,-0.026219005,0.637312616
ELMO1,0.081457009,0.468357381
ELMO2,-0.159762136,0.037838698
ELMO3,-0.14825508,0.078314465
ELN,0.135094235,0.099427303
ELOVL1,-0.091032142,0.254513504
ELOVL2,0.03693324,0.407669996
ELOVL4,0.025235107,0.798220496
ELOVL5,-0.044370663,0.415080281
ELOVL6,-0.005014816,0.949766926
ELP3,0.071095068,0.433898631
ELP4,0.096897129,0.600170181
ELP5,-0.124891263,0.469235664
ELP6,0.017947498,0.817792823
ELSPBP1,0.075733348,0.379715871
ELTD1,0.003226621,0.959531632
EMC1,-0.022887674,0.582877543
EMC10,-0.012696949,0.899974103
EMC2,0.102865201,0.447395486
EMC3,-0.073629586,0.279294118
EMC6,-0.135933097,0.226924898
EMC7,0.11289832,0.201474658
EMC8,-0.015739969,0.842736959
EMC9,-0.026267633,0.827601924
EMCN,-0.058825636,0.214980392
EMD,-0.041370793,0.672103589
EMG1,-0.099198507,0.38609397
EMID1,0.137540019,0.194475028
EMILIN1,0.089711988,0.23145246
EMILIN2,-0.030262494,0.807374029
EML1,0.10723506,0.036159083
EML2,0.040804759,0.502847947
EML3,-0.040024958,0.57663781
EML4,0.143611439,0.186244913
EMP1,0.095030795,0.238253052
EMP2,0.198273745,0.076301147
EMP3,-0.071307477,0.344135405
EMR1,-0.125335816,0.3361835
EMR2,-0.119250166,0.510742878
EMR3,-0.020845319,0.847556789
EMX1,0.144275369,0.165840178
EMX2,-0.008421408,0.898006659
EN1,0.029376132,0.640874584
EN2,0.100025513,0.205323714
ENAH,0.036333752,0.33045209
ENC1,-0.011092334,0.924691824
ENDOD1,-0.358347472,0.007963744
ENDOG,0.19148295,0.135837218
ENDOU,0.054033766,0.495237884
ENG,0.002578738,0.960466889
ENGASE,-0.11143626,0.437943766
ENO1,0.03923021,0.80581428
ENO2,-0.057312194,0.668416574
ENO3,-0.064624726,0.640591195
ENOPH1,0.149021691,0.227280799
ENOSF1,-0.056824196,0.578706622
ENOX1,0.084256886,0.093052904
ENOX2,0.023364617,0.625929708
ENPEP,-0.029627037,0.561129116
ENPP1,0.028612176,0.622295967
ENPP2,0.081599173,0.196846467
ENPP4,-0.060267818,0.654811691
ENSA,0.03279174,0.600790973
ENTPD1,0.140004854,0.219917869
ENTPD1-AS1,0.018905897,0.820597114
ENTPD2,0.048848884,0.511124676
ENTPD3,0.082753435,0.346390677
ENTPD4,-0.08648174,0.4
ENTPD5,0.175843723,0.058323344
ENTPD6,-0.072230151,0.413277839
ENTPD7,0.057668726,0.297649279
ENY2,0.167784574,0.187248983
EOGT,0.079779928,0.414199038
EP300,-0.317499926,0.017192009
EP400,-0.24093529,0.078248613
EPAS1,0.012303183,0.843675176
EPB41,0.042652365,0.401836478
EPB41L1,0.151495054,0.001194969
EPB41L2,0.089337118,0.353742508
EPB41L3,0.021217959,0.916054754
EPB41L4A,0.005957747,0.900436552
EPB41L4A-AS2,-0.084676282,0.10945024
EPB41L4B,0.004203592,0.935403626
EPB41L5,0.029731088,0.663052904
EPB42,0.045016666,0.460599334
EPCAM,0.056173412,0.229764706
EPHA1,0.071921364,0.299754347
EPHA2,0.023039385,0.759329634
EPHA3,0.020645208,0.519424343
EPHA4,0.118188555,0.44372623
EPHA5,0.08175077,0.24608879
EPHA7,0.037147304,0.523917129
EPHB1,0.044268752,0.452550499
EPHB2,-0.01271652,0.814073252
EPHB3,-0.056016703,0.3360037
EPHB4,-0.019347753,0.775738069
EPHB6,-0.194258456,0.103522013
EPHX1,0.068012658,0.522065853
EPHX2,0.056936023,0.658159822
EPHX3,-0.026590718,0.697903811
EPM2A,-0.000438609,0.992894562
EPM2AIP1,-0.039630965,0.85690492
EPN1,-0.114385771,0.144577137
EPN2,0.067833611,0.131970403
EPN2-IT1,0.067833611,0.131970403
EPN3,-0.048683597,0.414103589
EPO,-0.073216975,0.264764336
EPOR,-0.049597667,0.462027007
EPPIN,0.027066177,0.522307066
EPPIN-WFDC6,0.027066177,0.522307066
EPPK1,-0.072458277,0.415351091
EPRS,0.129045126,0.282571957
EPS15,0.052283807,0.538924898
EPS15L1,-0.053464689,0.267614502
EPS15P1,0.044254586,0.435601924
EPS8,0.130491941,0.123246763
EPS8L1,0.012322866,0.795778024
EPS8L2,0.01213933,0.927436922
EPS8L3,0.145918007,0.094310026
EPX,-0.079394267,0.200642249
EPYC,0.094602425,0.035737329
ERAL1,0.01229883,0.92127044
ERAP1,0.043636939,0.512512024
ERAP2,-0.103802027,0.685720311
ERBB2,-0.071434091,0.27063485
ERBB2IP,-0.022163393,0.843425083
ERBB3,-0.003476753,0.946166482
ERBB4,-0.01453407,0.780771735
ERC1,0.071820499,0.497576027
ERC2,0.020354792,0.713027007
ERC2-IT1,0.055796995,0.243914169
ERCC1,0.033324687,0.750660747
ERCC2,0.01161257,0.918674806
ERCC3,0.004843735,0.960259711
ERCC4,0.072419875,0.327989641
ERCC5,0.003578707,0.981369589
ERCC6,-0.055922394,0.473962264
ERCC6L,0.101968254,0.088583796
ERCC8,0.077934877,0.273706252
EREG,1.47339285,0.009491676
ERF,-0.041508391,0.571871254
ERG,-0.025694485,0.534409175
ERGIC2,-0.083553166,0.451120977
ERGIC3,0.018732636,0.833980762
ERH,0.018557507,0.856116907
ERI2,0.064859532,0.6010936
ERI3,-0.050397778,0.695110618
ERICH1,-0.05980675,0.467766926
ERLIN1,-0.054489495,0.434608953
ERLIN2,-0.168194579,0.008008139
ERMAP,-0.003439525,0.9749064
ERMP1,0.023088196,0.795828339
ERN1,0.034974957,0.736158343
ERN2,-0.064034628,0.181339993
ERO1L,0.239910058,0.005156493
ERO1LB,-0.067607357,0.655666297
ERP29,-0.082216943,0.604941916
ERP44,0.049497128,0.333209027
ERV3-2,-0.071463782,0.734065113
ERV9-1,0.05676173,0.353874954
ERVH-4,-0.000676832,0.989951905
ERVH-6,0.19145756,0.015687014
ERVK3-2,0.041114533,0.530261191
ERVMER34-1,0.135965163,0.031449501
ESD,0.122671329,0.166378838
ESF1,0.259021714,0.145008509
ESM1,0.063878924,0.386477248
ESPL1,0.119185284,0.078293008
ESPN,-0.012748798,0.84672956
ESR1,-0.00158446,0.967120237
ESR2,0.047867471,0.191374769
ESRP1,0.053280364,0.53763374
ESRP2,-0.03090458,0.681266001
ESRRA,-0.06673143,0.262288568
ESRRB,0.080586523,0.222404735
ESRRG,-0.033612558,0.502070292
ESYT1,-0.172663515,0.07499889
ETAA1,-0.058076101,0.406164262
ETF1,0.172614196,0.071317055
ETFA,0.070222784,0.687251942
ETFB,0.041889999,0.620065853
ETFDH,0.231040025,0.027405845
ETHE1,-0.037142168,0.729601924
ETNK1,0.241728902,0.155762486
ETNK2,0.06389323,0.421166112
ETNPPL,0.000703074,0.989572327
ETS1,0.119737373,0.311066223
ETS2,0.26230315,0.127633
ETV1,0.00022794,0.995459119
ETV2,0.190931012,0.028511284
ETV3,-0.001326955,0.984628191
ETV4,0.071495968,0.263435442
ETV5,0.098663273,0.006881243
ETV6,-0.086628377,0.465499815
ETV7,-0.122091521,0.284950795
EVA1B,-0.021692315,0.857240104
EVC,0.070580479,0.178324084
EVI2A,-0.023898762,0.817917869
EVI2B,0.039602218,0.803949686
EVI5,-0.053802194,0.510553459
EVL,-0.026251911,0.752515723
EVPL,0.028412177,0.751935627
EVX1,0.072081298,0.322806511
EWSR1,-0.070525441,0.318155383
EXD2,-0.012757159,0.904047355
EXD3,0.023127659,0.813735849
EXO1,0.105657406,0.065063263
EXO5,-0.002358235,0.970293008
EXOC1,-0.05355258,0.630561598
EXOC2,0.094000999,0.409425823
EXOC3,0.058876292,0.407280799
EXOC5,0.187691389,0.135220126
EXOC6B,0.022874563,0.708403996
EXOC7,-0.022452741,0.631897891
EXOG,-0.036238482,0.512110248
EXOSC1,-0.01982248,0.714984832
EXOSC10,-0.059413474,0.37227229
EXOSC2,0.042197774,0.475607843
EXOSC4,-0.042893427,0.694855346
EXOSC5,-0.067469079,0.604693304
EXOSC7,-0.107049585,0.355811691
EXOSC8,0.099443253,0.491083241
EXOSC9,0.294829138,0.009947466
EXPH5,0.02146031,0.740460969
EXT1,0.099326887,0.11864077
EXT2,-0.059097137,0.446267851
EXTL1,0.02324597,0.662737699
EXTL2,-0.034797581,0.731300037
EXTL3,-0.128941585,0.069141694
EYA1,0.092169092,0.09963226
EYA2,0.004416686,0.949739549
EYA3,0.053792448,0.557871254
EYA4,0.089586078,0.192423973
EZH1,-0.251838285,0.135783944
EZH2,0.014015659,0.940130226
EZR,0.040511509,0.741112098
F10,-0.114714595,0.079732149
F11,0.084217513,0.209655198
F11R,-0.012990063,0.888835368
F12,-0.035079084,0.548699963
F13A1,-0.19140422,0.180129486
F13B,-0.024231256,0.632571217
F2,0.004709138,0.957972623
F2R,-0.056405174,0.65363966
F2RL1,0.050682481,0.621846097
F2RL2,0.083494845,0.15600074
F2RL3,0.07242082,0.346034776
F3,0.30273591,0.308530522
F5,0.064561165,0.518833888
F7,-0.031759449,0.587480577
F8,0.066360395,0.514513504
F8A1,-0.219150256,0.075420644
F8A2,-0.219150256,0.075420644
F8A3,-0.219150256,0.075420644
F9,0.071512607,0.152346282
FA2H,0.052617304,0.525485757
FAAH,-0.095231436,0.194893822
FABP1,-0.027180667,0.551957825
FABP2,-0.055201316,0.498258232
FABP3,-0.101669455,0.106076952
FABP3P2,0.020313263,0.727155753
FABP4,0.009512195,0.914200518
FABP5,0.091843395,0.620605253
FABP6,0.016875496,0.711550869
FABP7,-0.020013937,0.739014428
FADD,-0.247753823,0.218524602
FADS1,-0.039889724,0.603083241
FADS2,-0.035801878,0.814081391
FADS3,-0.095401123,0.362379578
FAF1,0.092588927,0.297823899
FAF2,-0.03104457,0.728031077
FAH,-0.087709643,0.494985572
FAHD2A,0.006808282,0.458825749
FAHD2B,-0.054055962,0.468690344
FAHD2CP,-0.054055962,0.468690344
FAIM,0.048793015,0.655408065
FAIM2,0.006582269,0.914938217
FAIM3,-0.034091239,0.746517943
FAM102A,-0.091679566,0.419668516
FAM105A,-0.07054404,0.145851276
FAM106A,-0.115830824,0.362015538
FAM107A,0.056910116,0.349189049
FAM110B,0.427126824,0.004348502
FAM110D,-0.051540128,0.471337773
FAM111A,0.008169852,0.954315205
FAM114A1,-0.024244407,0.802644469
FAM114A2,0.016784353,0.895313356
FAM115A,-0.004666399,0.957116537
FAM117A,-0.135249723,0.224961154
FAM118A,-0.275488757,0.191687014
FAM120A,-0.054726829,0.380745838
FAM120C,0.154735672,0.167947466
FAM124B,-0.094013289,0.354671106
FAM127A,-0.055042028,0.39191269
FAM127B,-0.084642401,0.323412505
FAM129A,-0.18542928,0.148215316
FAM131A,-0.094994808,0.378333703
FAM131B,-0.061761821,0.383517573
FAM134A,-0.160408808,0.091475398
FAM134B,0.163045747,0.002844247
FAM134C,-0.099501884,0.588189419
FAM135A,0.055344372,0.309167592
FAM136A,0.017223825,0.837497595
FAM13A,-0.002500509,0.979138735
FAM13B,0.021928883,0.845162412
FAM13C,0.075452564,0.183436922
FAM149A,0.0073347,0.825800222
FAM149B1,0.069748925,0.111834258
FAM153A,-0.079532565,0.701341472
FAM153B,-0.118776758,0.558338143
FAM153C,-0.175064855,0.398054754
FAM155A,-0.110377273,0.129057344
FAM155B,0.065465798,0.362461709
FAM160B2,-0.201476848,0.123535331
FAM162A,0.150265625,0.06281761
FAM163A,-0.038408792,0.579957825
FAM168A,-0.117779572,0.054125046
FAM168B,-0.234596855,0.025124676
FAM169A,-0.078913147,0.572765076
FAM171A1,-0.018063539,0.89563448
FAM172A,0.020874259,0.810746578
FAM173A,-0.024097857,0.819186829
FAM174B,0.081895364,0.199619682
FAM175B,0.181317239,0.107501295
FAM178A,-0.094138454,0.286943396
FAM179B,-0.039650328,0.736405475
FAM182A,0.143869027,0.056168701
FAM182B,0.078262238,0.417893452
FAM184A,0.101367488,0.346768036
FAM186A,0.068559092,0.18145542
FAM188A,-0.042597649,0.606418794
FAM189A1,-0.147588554,0.012053274
FAM189A2,0.100121468,0.172764336
FAM189B,-0.043760592,0.557702553
FAM192A,0.022113395,0.756591935
FAM193A,-0.190710105,0.069667777
FAM193B,-0.183658258,0.383932667
FAM198B,0.059890942,0.484297447
FAM204A,0.158916327,0.046903441
FAM205B,0.010645409,0.796163522
FAM206A,0.076556233,0.343232704
FAM208A,-0.148787572,0.11772993
FAM208B,-0.080841457,0.372539401
FAM20B,-0.194778897,0.027709212
FAM212B,0.034175092,0.61209175
FAM214B,-0.184129673,0.024868664
FAM215A,-0.063355817,0.525595265
FAM216A,0.042696779,0.701529412
FAM21A,-0.023548384,0.689079541
FAM21C,-0.041272806,0.58118276
FAM222B,-0.12691725,0.307242323
FAM224A,0.006459787,0.912825749
FAM27B,0.078262238,0.417893452
FAM27C,0.078262238,0.417893452
FAM32A,-0.088890373,0.227098779
FAM35A,0.004873223,0.961513873
FAM3A,0.039665404,0.531188309
FAM3C,0.102482105,0.384914539
FAM45A,-0.032956414,0.659134295
FAM45B,-0.032956414,0.659134295
FAM46A,-0.307689205,0.016299667
FAM46C,0.347972921,0.249700333
FAM47E,-0.188687599,0.105160192
FAM47E-STBD1,-0.188687599,0.105160192
FAM49A,0.169792194,0.187292638
FAM49B,-0.05460498,0.469031447
FAM50A,-0.11811322,0.140932297
FAM50B,-0.032830214,0.843118017
FAM53B,-0.421331041,0.011896411
FAM53C,0.013931535,0.855570847
FAM57A,-0.040893787,0.545914169
FAM60A,0.1611052,0.025460599
FAM63A,0.080523672,0.458794673
FAM63B,0.008035065,0.835369589
FAM64A,-0.005077611,0.951282279
FAM65A,-0.151568167,0.038225675
FAM65B,-0.069432948,0.293559009
FAM66D,-0.02581684,0.630629671
FAM69A,0.355902533,0.028449131
FAM76A,0.113464436,0.302438032
FAM83E,0.027393858,0.72490566
FAM86A,-0.029923242,0.775991121
FAM86B1,-0.05801843,0.671436922
FAM86B2,-0.05801843,0.671436922
FAM86C1,0.014736815,0.482654458
FAM86DP,-0.05801843,0.671436922
FAM86FP,-0.05801843,0.671436922
FAM89B,-0.137349541,0.273914169
FAM8A1,0.008189631,0.934970773
FAM90A1,-0.05064649,0.603928968
FAM96B,-0.033725708,0.716418054
FAM98A,-0.073197643,0.678947836
FAN1,-0.156089302,0.321054384
FANCA,-0.037853198,0.575305956
FANCC,0.01955988,0.847972623
FANCE,-0.083633837,0.323926748
FANCF,-0.271952553,0.087487236
FANCG,0.124192682,0.206123566
FANCI,0.069204785,0.666221236
FANCL,0.083711439,0.573072142
FAP,0.156377939,0.065097299
FAR2,0.441037233,0.05272364
FARP1,0.005123506,0.918749538
FARP2,0.086597811,0.211395486
FARS2,0.155633674,0.027064003
FARSA,0.046626254,0.610378838
FAS,0.162429351,0.414828709
FASLG,-0.274914023,0.055247503
FASN,-0.09755393,0.101049945
FASTK,0.054989102,0.548957455
FASTKD1,0.150654505,0.122192379
FASTKD2,0.085468991,0.253385128
FASTKD3,0.066707736,0.571962264
FASTKD5,-0.021648557,0.822098409
FAT1,0.051408689,0.596210877
FAT2,-0.032232988,0.705431003
FAT4,-0.038790139,0.324472808
FAU,0.014357031,0.825992601
FAXDC2,0.006467923,0.956142064
FBL,-0.073347921,0.533564188
FBLN1,0.046736148,0.175986681
FBLN2,0.063713242,0.545706992
FBLN5,0.000900949,0.995873474
FBN1,0.018719972,0.647613762
FBN2,-0.055439848,0.620785794
FBP1,0.082217782,0.530871624
FBP2,0.048010863,0.490501665
FBRS,-0.231393531,0.059885313
FBXL12,-0.085881923,0.227083241
FBXL14,-0.247173959,0.011983722
FBXL15,0.001335009,0.987830559
FBXL18,-0.022518416,0.741675916
FBXL2,0.011833656,0.789849057
FBXL4,0.083298313,0.358459489
FBXL5,0.157223685,0.079888272
FBXL6,0.04977289,0.488767296
FBXL7,0.037196453,0.555339253
FBXL8,0.041088971,0.785246023
FBXO11,-0.022922629,0.761151313
FBXO16,-0.241525179,0.122341102
FBXO17,0.026605332,0.748597114
FBXO2,-0.105307,0.193589345
FBXO21,-0.064715565,0.244398076
FBXO22,-0.039913927,0.399921569
FBXO24,-0.061060829,0.465289678
FBXO28,0.163128293,0.069527932
FBXO3,0.004160079,0.973229745
FBXO31,-0.165434779,0.106409175
FBXO34,-0.024082646,0.79036552
FBXO38,-0.030125638,0.591561228
FBXO4,0.076494145,0.140620052
FBXO40,-0.019172405,0.790223455
FBXO41,-0.233369123,0.050316685
FBXO42,-0.061171767,0.450590455
FBXO46,-0.22646405,0.060975213
FBXO5,0.057793058,0.663100259
FBXO7,-0.023943969,0.728130966
FBXO9,-0.201924451,0.050172401
FBXW11,0.043868253,0.416474288
FBXW12,-0.118855468,0.494328524
FBXW2,-0.27658452,0.019500555
FBXW4,-0.210245014,0.109228265
FBXW4P1,0.012303076,0.929940807
FBXW7,-0.135226001,0.579176471
FCAR,0.410585461,0.011781724
FCER1A,0.172181829,0.255661857
FCER1G,0.024393025,0.734879023
FCER2,-0.071738177,0.520043655
FCF1,-0.025904992,0.752386607
FCGBP,-0.112164079,0.547701073
FCGR1A,0.034663411,0.828232334
FCGR1B,0.060253204,0.755663707
FCGR1C,0.056618342,0.780696263
FCGR2A,0.027462232,0.802229375
FCGR2B,0.063205285,0.489243803
FCGR2C,0.140661353,0.375559748
FCGR3A,-0.121581046,0.684411395
FCGR3B,-0.071808877,0.766234924
FCGRT,-0.073651175,0.49054532
FCHO1,-0.133217526,0.099240844
FCHSD2,-0.097734543,0.179482797
FCN1,-0.168341041,0.040321865
FCN2,-0.035160396,0.344950795
FCN3,0.067250799,0.187401406
FCRL2,-0.070926442,0.653929708
FDFT1,0.026776718,0.754790233
FDPS,-0.078121809,0.36617832
FDPSP5,0.134158348,0.155061783
FDX1,0.122257268,0.277311136
FDXR,0.093174965,0.452497225
FECH,0.018722398,0.800529782
FEM1B,-0.19825589,0.024781354
FEM1C,-0.083232423,0.611565668
FEN1,-0.002145504,0.989075842
FER,0.085015409,0.322533481
FER1L4,-0.033744396,0.553209027
FERMT1,0.083877712,0.038449871
FERMT2,0.035489277,0.145857196
FES,-0.101908427,0.290737699
FETUB,0.111971926,0.042340363
FEV,0.096084137,0.078806511
FEZ1,-0.166740561,0.048774695
FEZ2,0.01296206,0.840947096
FEZF2,-0.049013458,0.306229375
FFAR2,0.869922182,0.017669996
FFAR3,-0.011647831,0.876371439
FGA,0.023752337,0.573800222
FGB,0.005643355,0.914941916
FGD1,0.004860677,0.938762116
FGD2,-0.32006898,0.009315575
FGD6,0.008766092,0.926026637
FGF1,0.057538171,0.302034036
FGF12,0.031502934,0.605221606
FGF13,0.08211649,0.132214576
FGF14,-0.041319375,0.525232704
FGF16,0.090834744,0.288844987
FGF17,0.026150932,0.709485017
FGF18,0.064328329,0.289281539
FGF2,0.051356453,0.282288568
FGF20,0.022904457,0.649920089
FGF21,-0.028862895,0.52136071
FGF22,0.060147891,0.426602294
FGF23,0.067740234,0.303760266
FGF3,0.041571035,0.581159452
FGF4,-0.020732124,0.818603034
FGF5,0.047785372,0.31718609
FGF6,0.02975237,0.626994451
FGF7,0.164620445,0.091597484
FGF8,-0.002361689,0.980067333
FGF9,0.139821771,0.14499963
FGFBP1,0.041422671,0.499229005
FGFR1,0.062483864,0.258233814
FGFR1OP,-0.02906745,0.725078801
FGFR2,0.017861301,0.614307066
FGFR3,0.036473987,0.538347762
FGFR4,0.096261472,0.108662227
FGG,0.139404096,0.013610063
FGGY,-0.025001264,0.752338143
FGL1,0.055008075,0.441118757
FGL2,0.090167835,0.376381798
FGR,-0.163093463,0.004341102
FH,0.116514607,0.213509434
FHIT,0.112542293,0.427934147
FHL1,0.076570778,0.50345764
FHL2,-0.096663547,0.550159822
FHL3,-0.083688334,0.452654828
FHL5,-0.075024183,0.094107288
FHOD1,-0.158062038,0.034474288
FHOD3,0.051038222,0.575553829
FIBP,-0.113151361,0.481926008
FICD,0.050211158,0.643424343
FIG4,0.078249281,0.102160562
FIGF,-0.00750876,0.904597114
FILIP1L,0.051877762,0.49218054
FIP1L1,0.102597975,0.274064373
FIS1,-0.046060659,0.646428413
FJX1,0.074126315,0.398128746
FKBP10,0.035139238,0.574593415
FKBP11,-0.015929845,0.922710322
FKBP14,0.278147053,0.042434332
FKBP15,-0.052693176,0.345575287
FKBP1A,-0.120375527,0.442048095
FKBP1B,-0.133989087,0.41999778
FKBP2,0.004609479,0.977220126
FKBP3,0.058329663,0.450768036
FKBP4,0.043822268,0.629677395
FKBP5,-0.107819064,0.655951165
FKBP6,-0.01488908,0.82618572
FKBP8,0.065396728,0.211701073
FKBP9,0.07101766,0.491385868
FKBPL,0.027012946,0.77454384
FKRP,-0.064151511,0.538566778
FKSG49,-0.231308425,0.173407325
FKTN,-0.173715235,0.414147984
FLAD1,-0.04854207,0.508959674
FLCN,-0.021090804,0.766612653
FLG,0.118914091,0.015396226
FLI1,0.041739863,0.848429153
FLII,-0.142534806,0.006443211
FLJ10038,0.021498996,0.817979282
FLJ11292,0.03515249,0.400461709
FLJ11710,-0.079484612,0.263674436
FLJ13224,0.041583791,0.424019238
FLJ20712,0.073080013,0.291983722
FLJ21369,-0.065538976,0.296512024
FLJ22184,-0.003875493,0.959011469
FLJ23519,0.035081709,0.610705142
FLJ42627,-0.191982629,0.063332593
FLNA,-0.266765234,0.02000074
FLNB,-0.085113266,0.396376619
FLNC,-0.047045503,0.624206437
FLOT1,0.049220263,0.281652238
FLOT2,-0.0445665,0.599194229
FLRT1,0.000994494,0.984943396
FLRT2,-0.01808308,0.785425823
FLRT3,0.03992881,0.557598964
FLT1,-0.023471105,0.453294858
FLT3,0.050664937,0.690435072
FLT3LG,-0.003023918,0.973137995
FLT4,-0.015297165,0.852433592
FLVCR2,-0.092251484,0.60018424
FMNL1,-0.240912252,0.068393637
FMO1,0.105318828,0.240514983
FMO2,0.013473781,0.806419534
FMO3,0.01957047,0.406810951
FMO4,0.021599353,0.793326674
FMO5,-0.067361249,0.323078801
FMO6P,0.007659024,0.903047725
FMOD,-0.024036566,0.760873844
FMR1,-0.030400547,0.697705512
FN1,0.125710098,0.044539401
FN3K,-0.037968788,0.469888272
FN3KRP,0.121754948,0.142576397
FNBP1,-0.089883269,0.175776545
FNBP1L,0.140019643,0.157069182
FNBP4,-0.203601915,0.160033296
FNDC3A,0.021453411,0.76354569
FNDC3B,0.0653962,0.680596374
FNDC4,0.058181752,0.470039956
FNDC8,0.03281415,0.718207177
FNTA,0.047927059,0.399419164
FNTB,0.014255385,0.866469848
FOCAD,-0.090375232,0.344051794
FOLH1,0.038931755,0.528051424
FOLH1B,0.040014839,0.39445283
FOLR1,0.022596484,0.747876434
FOLR2,-0.052214533,0.555872734
FOLR3,-0.34509459,0.196135405
FOS,0.819312269,0.004438772
FOSB,1.164939371,0.007322974
FOSL1,0.180959724,0.225423603
FOSL2,0.109902804,0.127516833
FOXA1,0.125675119,0.096170921
FOXA2,0.148478348,0.006041435
FOXB1,0.037656309,0.487711432
FOXC1,-0.040453693,0.684579356
FOXC2,0.055320454,0.344202738
FOXD1,-0.089042776,0.391856456
FOXD2,-0.203135433,0.006419534
FOXD3,-0.00737252,0.913132075
FOXD4,-0.184045804,0.036900481
FOXD4L1,-0.184045804,0.036900481
FOXE1,0.005066755,0.937487976
FOXE3,-3.57E-05,0.999747688
FOXF1,0.026042439,0.670822789
FOXF2,0.128495086,0.102647429
FOXG1,0.062092776,0.157478357
FOXH1,0.041107991,0.558848687
FOXI1,0.043794735,0.483413984
FOXJ1,0.099923138,0.211416204
FOXJ2,-0.186660829,0.076713282
FOXJ3,-0.030436094,0.470442471
FOXK2,-0.174970267,0.16408953
FOXL1,-0.003366874,0.96754569
FOXL2,0.0805012,0.217809101
FOXM1,0.141616419,0.401235664
FOXN1,0.041062357,0.591786164
FOXN2,0.092577337,0.523991121
FOXN3,-0.02147408,0.764674806
FOXN3-AS2,0.059618801,0.397568627
FOXO1,-0.040090679,0.780677765
FOXO3,-0.002189909,0.699335183
FOXO3B,0.040187258,0.710401036
FOXO4,-0.14406808,0.141440622
FOXP3,0.059990919,0.214810951
FOXRED2,0.022780021,0.714217536
FPGS,-0.019909089,0.764880503
FPGT,0.02434516,0.85090566
FPGT-TNNI3K,0.083820712,0.106196078
FPR1,0.145803075,0.203869774
FPR2,0.454059932,0.0543633
FPR3,0.147761235,0.104368479
FRAS1,-0.033519534,0.589461339
FRAT1,-0.410659866,0.009203848
FRAT2,-0.364661442,0.015473918
FRG1,0.074060458,0.334524602
FRK,-0.032628072,0.432011099
FRMD1,0.044290333,0.534782834
FRMD4A,-0.007121499,0.900150203
FRMD4B,0.000733416,0.98681983
FRMD8,0.035788315,0.668686644
FRMPD1,-0.008283266,0.897746208
FRMPD4,0.001799149,0.978243433
FRRS1L,0.053553294,0.294109508
FRS2,-0.003087613,0.94773141
FRS3,-0.014014757,0.887472438
FRY,-0.080991242,0.244516463
FRYL,-0.179795445,0.117718091
FRZB,-0.052422771,0.154228635
FSBP,0.117011115,0.152793933
FSCN1,0.020542375,0.740162782
FSCN2,-0.03284315,0.613670736
FSCN3,0.053747597,0.508258972
FSD1,0.093242943,0.2267266
FSHB,0.11897181,0.035766186
FSHR,0.069818634,0.273385128
FST,0.018976236,0.680301887
FSTL1,-0.050978716,0.808946356
FSTL3,0.053176457,0.620588975
FSTL4,0.013561799,0.834324824
FTCD,0.176459116,0.107145394
FTH1,0.203211492,0.045287458
FTH1P5,0.078315261,0.177715871
FTL,-0.098637072,0.286120607
FTO,-0.024265868,0.777714391
FTSJ1,-0.102160511,0.150320385
FTSJ2,-0.139247518,0.223287458
FTSJ3,-0.005940177,0.956449871
FUBP1,-0.124745943,0.140985572
FUBP3,-0.153283922,0.082278209
FUCA1,-0.211782383,0.045123196
FURIN,-0.240844152,0.009645579
FUS,-0.094609714,0.33681613
FUT1,-0.028820144,0.741302997
FUT2,-0.000533137,0.991512394
FUT3,7.47E-05,0.99881687
FUT4,-0.105048605,0.207402146
FUT5,0.032413969,0.654807991
FUT6,0.069709612,0.112577876
FUT7,0.008776133,0.911008509
FUT8,0.092205684,0.470132445
FUT9,0.037395884,0.363827599
FUZ,-0.029528011,0.674509064
FXN,-0.066204127,0.618588975
FXR1,0.256238213,0.018864965
FXR2,-0.22174246,0.009983722
FXYD1,0.108242646,0.155826859
FXYD2,0.030206109,0.496379948
FXYD3,0.134369897,0.163536071
FXYD5,-0.039931865,0.536291528
FXYD6,0.038718161,0.753772105
FXYD6-FXYD2,-0.040819675,0.737845357
FXYD7,-0.06313422,0.549860895
FYB,-0.021622052,0.851118017
FYCO1,-0.340290709,0.01109138
FYN,-0.185233964,0.036775435
FZD1,-0.114873935,0.157675176
FZD10,0.07294696,0.254354421
FZD2,-0.107614482,0.524809471
FZD3,0.026263232,0.617866075
FZD4,0.078846066,0.13036256
FZD5,0.029277482,0.654486127
FZD6,0.158102502,0.220902701
FZD7,0.023213844,0.740618572
FZD8,-0.037479692,0.704370699
FZD9,0.039993687,0.367157973
FZR1,-0.061312991,0.228779134
G0S2,2.11532255,0.000278209
G3BP1,0.142876081,0.120284129
G3BP2,0.166528325,0.051494636
G6PC,0.066535322,0.24691158
G6PC2,0.095943657,0.254203478
G6PC3,0.013228338,0.906691824
G6PD,-0.035493847,0.656876804
GAA,-0.002200578,0.977871254
GAB1,-0.012192564,0.856643729
GAB2,0.035039367,0.614289308
GABARAP,-0.07651242,0.345012209
GABARAPL1,0.030591696,0.655266371
