Code,foldchange,samp.olive
CD40,0.034877193,0.52408657
CD40LG,-0.073275692,0.503192749
CD44,-0.000434529,0.994889382
CD46,-0.118390825,0.142110988
CD47,-0.044070564,0.572130226
CD48,-0.048258537,0.433172771
CD5,-0.056229372,0.565985202
CD52,0.074112563,0.459129116
CD53,0.033572934,0.577157973
CD55,0.262333622,0.026468368
CD58,0.065831219,0.479302997
CD59,-0.144614406,0.073018128
CD5L,0.019461088,0.691883833
CD6,-0.146629194,0.127746948
CD63,0.160049815,0.08754495
CD68,0.192417021,0.212403256
CD69,0.05507969,0.873590085
CD7,-0.172165213,0.061172771
CD70,0.104637347,0.302850166
CD72,-0.112060437,0.44490862
CD74,0.108309395,0.227143174
CD79A,-0.155781498,0.214052534
CD79B,-0.107211819,0.21554569
CD80,-0.01671614,0.81009027
CD81,-0.050387033,0.59508916
CD82,0.027925817,0.758713282
CD83,1.227582379,0.005571587
CD84,-0.027927709,0.701786164
CD86,0.171831799,0.040575657
CD8A,0.061494872,0.667758047
CD8B,-0.035820358,0.793288938
CD9,-0.020498501,0.878387717
CD93,-0.140173152,0.350263411
CD96,-0.085434475,0.40736515
CD97,-0.095075656,0.418976693
CD99,-0.006148291,0.950298927
CDA,0.31433675,0.088855346
CDADC1,0.080608005,0.20908842
CDC123,0.008262966,0.926715501
CDC14A,-0.074605227,0.41064003
CDC14B,-0.134082027,0.164588235
CDC16,-0.051618095,0.466503885
CDC20,-0.078060332,0.241247503
CDC23,-0.048491312,0.585257122
CDC25A,0.130519256,0.079344432
CDC25B,-0.092530807,0.377555309
CDC25C,0.063675191,0.259288198
CDC27,-0.11931288,0.213931188
CDC34,-0.019646075,0.875738069
CDC37,-0.227866469,0.079839438
CDC37L1,-0.13875436,0.1621798
CDC37P1,0.041911646,0.574111728
CDC40,-0.077950799,0.378873844
CDC42,0.116047603,0.184981872
CDC42BPA,0.030998784,0.549465039
CDC42BPB,-0.010795716,0.911219386
CDC42EP1,0.050181249,0.624584536
CDC42EP2,0.209785487,0.079678135
CDC42EP3,0.027760981,0.740674066
CDC42EP4,0.166969853,0.012854606
CDC42SE1,-0.061032752,0.387293378
CDC45,0.052245956,0.473012949
CDC5L,-0.060946267,0.47763818
CDC6,-0.062192972,0.403767666
CDC7,-0.042391213,0.639509434
CDC73,-0.016619092,0.897331114
CDCA3,-0.050398266,0.646623011
CDCA4,-0.102586269,0.367979282
CDCA8,0.171778949,0.075689234
CDCP1,-0.045916338,0.558705142
CDH1,0.013484001,0.801550869
CDH10,0.006544209,0.914751757
CDH11,0.020593234,0.678284869
CDH12,-0.055861927,0.447776545
CDH13,0.006398213,0.927025527
CDH15,-0.000701182,0.989664077
CDH16,0.028457315,0.624251572
CDH17,0.106160762,0.089539031
CDH18,0.003135941,0.957445061
CDH19,0.002366847,0.96508694
CDH2,0.083602476,0.280261191
CDH20,0.114758117,0.162253792
CDH22,-0.013178498,0.874394377
CDH3,-0.019022259,0.786043655
CDH4,0.0869722,0.233004809
CDH5,0.083274978,0.226810211
CDH6,0.059000194,0.232315945
CDH7,0.000868342,0.990994451
CDH8,0.013468114,0.803803182
CDH9,0.040260176,0.586973733
CDHR1,-0.021557533,0.816899001
CDHR2,-0.005939327,0.929992601
CDHR5,0.029753979,0.599472438
CDIP1,-0.050701964,0.494420274
CDIPT,0.021340848,0.801294118
CDK1,0.284921457,0.035709952
CDK10,-0.179554881,0.114224935
CDK11A,-0.126452865,0.178036996
CDK11B,-0.126452865,0.178036996
CDK12,-0.006769965,0.942964114
CDK13,-0.038225726,0.497134295
CDK14,-0.045158883,0.599849057
CDK16,0.047275829,0.51863781
CDK17,-0.081715171,0.275375509
CDK18,0.06312694,0.453736589
CDK19,-0.043188019,0.542474288
CDK2,-0.023165002,0.756995191
CDK20,-0.062829998,0.446710322
CDK2AP1,0.083527446,0.368494266
CDK2AP2,-0.045423724,0.631013688
CDK3,-0.069150683,0.43917795
CDK4,-0.078252736,0.593437662
CDK5,0.041644014,0.672751017
CDK5R1,-0.099164235,0.392642989
CDK5R2,0.009797583,0.897313356
CDK5RAP1,-0.068483585,0.228682945
CDK5RAP2,-0.08072055,0.20945616
CDK5RAP3,-0.15322052,0.419949686
CDK6,-0.044331907,0.562200518
CDK7,-0.067623493,0.495489456
CDK8,0.064246121,0.477581206
CDK9,-0.051480948,0.636436552
CDKAL1,-0.046602496,0.613357011
CDKL1,-0.062347463,0.380833148
CDKL2,0.002208846,0.980676286
CDKL3,-0.019969188,0.781327414
CDKL5,0.088012733,0.214449131
CDKN1A,0.492713535,0.00854532
CDKN1B,0.054427731,0.639419164
CDKN1C,0.207366535,0.131875694
CDKN2A,0.029411509,0.72181576
CDKN2AIP,0.009903455,0.930938957
CDKN2B,0.042064207,0.537653718
CDKN2C,0.039146747,0.605231964
CDKN2D,0.019055466,0.892241953
CDKN3,0.131385733,0.210862745
CDO1,-0.015460832,0.89454606
CDON,-0.079921197,0.260475028
CDR1,0.05493034,0.344207177
CDR2,-0.047324428,0.731007769
CDR2L,0.066264404,0.277650018
CDRT1,0.007289528,0.900098409
CDS1,0.053475433,0.365244543
CDS2,-0.014041317,0.875408065
CDSN,0.021572694,0.732920459
CDT1,0.012484193,0.855570107
CDV3,0.025396813,0.681914909
CDX1,0.143190194,0.071110618
CDX2,0.02301117,0.711031447
CDX4,0.068563123,0.35209027
CDY1,-0.00502427,0.322046985
CDY1B,0.05383025,0.41864077
CDY2A,0.05383025,0.41864077
CDY2B,0.05383025,0.41864077
CDYL,-0.048000403,0.499115797
CEACAM1,0.091906871,0.158740659
CEACAM21,-0.217852353,0.037460599
CEACAM3,0.046637273,0.522030337
CEACAM4,0.123698697,0.272194599
CEACAM5,0.0658288,0.218373659
CEACAM6,0.057793605,0.474464669
CEACAM7,0.038281523,0.565960784
CEACAM8,-0.077006946,0.306460229
CEBPA,0.166918518,0.33145098
CEBPA-AS1,0.105026656,0.190915279
CEBPB,0.054673253,0.439126896
CEBPD,-0.118692948,0.318053274
CEBPE,0.079875043,0.362896781
CEBPG,0.063325834,0.495711432
CEBPZ,-0.113010036,0.289766926
CECR1,0.125945628,0.207630781
CECR5,0.084452441,0.40873178
CEL,0.013846571,0.83499741
CELA2A,-0.014839386,0.76008805
CELA2B,0.023655501,0.595120237
CELA3A,0.07501986,0.361340733
CELA3B,0.001583191,0.982960414
CELF1,-0.024005226,0.862784314
CELF2,-0.059170072,0.679743988
CELF3,0.130430544,0.137716611
CELP,0.0723513,0.444671846
CELSR1,-0.058588952,0.302495006
CELSR2,-0.054132719,0.503390307
CELSR3,-0.037902143,0.596691084
CELSR3-AS1,0.037887285,0.590772475
CEMIP,0.14139852,0.078512024
CEMP1,-0.079169803,0.549041065
CEND1,0.053874562,0.534237514
CENPA,-0.020571684,0.252106918
CENPB,-0.021812849,0.78600222
CENPBD1P1,0.24071834,0.192397336
CENPC,-0.118755841,0.351624121
CENPE,0.020331182,0.823747688
CENPF,-0.025350614,0.669565668
CENPI,0.064871944,0.231857196
CENPJ,-0.139762072,0.068810951
CENPM,0.059735248,0.629018128
CENPN,0.028772991,0.718839808
CENPO,0.122412599,0.198932297
CENPQ,-0.062131601,0.553902331
CENPT,-0.107108798,0.466315205
CENPU,-0.188752208,0.144014798
CEP104,-0.139908745,0.185787643
CEP112,0.064643772,0.37990603
CEP131,0.036946006,0.650028857
CEP135,0.018771888,0.776261931
CEP152,0.012667494,0.796046615
CEP162,-0.042581976,0.50391269
CEP164,0.046706944,0.615388087
CEP170,0.11930415,0.236512024
CEP170B,0.027413948,0.753123936
CEP170P1,0.11930415,0.236512024
CEP192,-0.112287745,0.117142434
CEP250,-0.030811471,0.712226415
CEP290,-0.130175792,0.151214206
CEP350,-0.273506791,0.054557899
CEP41,0.055514986,0.424581576
CEP55,-0.063044707,0.45573141
CEP57,-0.213358766,0.060539401
CEP63,-0.038913514,0.682187939
CEP68,-0.110109207,0.309280059
CEP70,-0.109792411,0.208892342
CEP72,0.052771849,0.626387717
CEP76,0.027417456,0.685322235
CEP83,-0.007255356,0.951105438
CEP85,-0.036499927,0.663525712
CEP97,0.106556673,0.148126526
CEPT1,-0.071712132,0.415681835
CER1,0.026857845,0.750325564
CERK,-0.048867713,0.548216056
CERS1,-0.021652972,0.785039586
CERS2,0.017736331,0.85372475
CERS4,-0.12529021,0.383824639
CERS6,0.047437791,0.64145542
CES1,0.288238701,0.205085461
CES1P1,0.061027666,0.395843877
CES2,-0.077592076,0.404384018
CES3,0.157833237,0.146975953
CETN1,0.062560131,0.47354569
CETN2,0.000280134,0.99781872
CETN3,0.046643882,0.742191639
CETP,0.171880201,0.09700407
CFB,0.000518731,0.993950425
CFD,0.098617401,0.475917869
CFDP1,0.100929159,0.20218276
CFH,0.066379565,0.576441731
CFHR1,0.119030045,0.27108694
CFHR2,-0.003634257,0.948925638
CFHR4,0.141937749,0.140574917
CFHR5,0.019887306,0.778962634
CFI,0.059309735,0.405200888
CFL1,0.038668508,0.551261561
CFLAR,-0.1161997,0.288244173
CFP,0.098540781,0.452617092
CFTR,0.008551594,0.854641509
CGA,0.069350258,0.35027451
CGB,0.033178358,0.667009989
CGB1,0.046493237,0.594515353
CGB5,0.033178358,0.667009989
CGB7,0.033178358,0.667009989
CGB8,0.033178358,0.667009989
CGGBP1,0.019709073,0.791112098
CGREF1,0.045604578,0.512068073
CGRRF1,-0.059754648,0.661704033
CH17-132F21.1,0.027241275,0.817902331
CH25H,0.087975011,0.468355901
CHAC1,0.161323647,0.021327414
CHAD,0.105266738,0.255046245
CHAF1A,-0.026720917,0.72581946
CHAF1B,0.0135622,0.858447651
CHAT,0.068746012,0.329668516
CHCHD2,0.055484658,0.555473918
CHCHD3,0.055969786,0.543553829
CHCHD7,-0.061155281,0.442797632
CHD1,-0.019885689,0.840072512
CHD1L,-0.040759655,0.647499075
CHD2,0.126870859,0.081832038
CHD3,-0.10840705,0.378323344
CHD4,-0.30798418,0.031386607
CHD5,0.084940162,0.158397336
CHD7,-0.171229989,0.083435442
CHD8,-0.14180653,0.39481983
CHD9,-0.062071411,0.455208287
CHEK1,0.057070006,0.300260451
CHEK2,-0.098597657,0.241253422
CHERP,0.122010661,0.145435442
CHFR,-0.050734918,0.423832778
CHGA,-0.070543678,0.205301517
CHGB,0.021235808,0.789975583
CHI3L1,0.101655262,0.268408435
CHI3L2,-0.131947862,0.231852756
CHIA,0.06652741,0.32590751
CHIC2,0.111658658,0.36154717
CHIT1,0.0834711,0.356256012
CHKA,0.113595928,0.101072142
CHKB,-0.090305664,0.30473104
CHKB-CPT1B,-0.144882025,0.355428783
CHL1,-0.073796085,0.288510544
CHM,0.018021791,0.777979282
CHML,0.034112925,0.530055494
CHMP1A,0.00456966,0.953599704
CHMP1B,0.110200351,0.191760266
CHMP2A,0.090127676,0.307530892
CHMP2B,-0.048523263,0.6152734
CHMP3,0.056329722,0.482436552
CHMP4A,-0.007784284,0.920104329
CHMP5,0.153752837,0.254800592
CHMP6,-0.061873587,0.576306326
CHMP7,-0.064118374,0.485898631
CHN1,0.010354949,0.917402146
CHN2,-0.055894973,0.449838698
CHODL,0.041323476,0.514518683
CHORDC1,0.044743916,0.707758787
CHP1,0.014331252,0.833615242
CHP2,-0.010981269,0.847945986
CHPF,0.009433898,0.911523492
CHPF2,-0.119383283,0.281595265
CHPT1,-0.129143516,0.237530152
CHRD,0.09750619,0.247742508
CHRDL1,0.084854651,0.240876804
CHRFAM7A,0.097050776,0.275212727
CHRM2,0.035496429,0.660990751
CHRM3,0.022639884,0.761673696
CHRM4,0.087350653,0.366387717
CHRM5,0.23251212,0.022612653
CHRNA1,0.029465226,0.6578165
CHRNA10,0.005265335,0.952427673
CHRNA2,0.000774983,0.991199408
CHRNA3,0.046496298,0.436631151
CHRNA4,-0.01007709,0.873161672
CHRNA5,0.026646533,0.754982612
CHRNA6,0.089303024,0.143829079
CHRNA7,0.097050776,0.275212727
CHRNA9,0.054774534,0.439223085
CHRNB1,0.056739905,0.470616352
CHRNB2,0.098666861,0.300649649
CHRNB3,-0.043104898,0.442956715
CHRNB4,0.004497302,0.959118017
CHRND,0.156808367,0.093157233
CHRNE,0.045925602,0.494540141
CHRNG,0.02625104,0.676786533
CHST1,0.015541686,0.817670736
CHST10,0.016190871,0.871567888
CHST11,-0.009213431,0.958040696
CHST12,-0.046476763,0.680020718
CHST15,0.163513841,0.146619312
CHST2,0.050399564,0.610488346
CHST3,0.04377864,0.360557899
CHST4,0.016256566,0.832935997
CHST5,0.108784336,0.088291528
CHST7,0.12628492,0.481103219
CHST8,0.155136172,0.117607843
CHSY1,0.02781673,0.773843137
CHTOP,0.062899045,0.405676656
CHUK,0.058000932,0.547111358
CHURC1-FNTB,-0.045394373,0.558628931
CIAO1,-0.024903326,0.641414724
CIAPIN1,-0.053854418,0.577477617
CIB1,-0.009359026,0.916881243
CIB2,0.066146192,0.43036108
CIC,-0.027741958,0.77363226
CIDEA,0.044840967,0.63663855
CIDEB,0.081045848,0.386056234
CIDEC,0.13975095,0.116844987
CIITA,0.067224929,0.422140585
CILP,-0.006499798,0.951698113
CINP,0.060692929,0.531842397
CIR1,-0.066523409,0.514985572
CIRBP,-0.146479314,0.096331484
CISD1,-0.000231846,0.997830559
CISH,-0.075236382,0.695755827
CIT,0.054670297,0.576344062
CITED1,-0.085802162,0.240810951
CITED2,0.271126094,0.060410655
CIZ1,-0.081683029,0.236532001
CKAP2,0.025517999,0.682780799
CKAP4,-0.012020176,0.917429523
CKAP5,-0.078826233,0.324005919
CKB,0.159531645,0.358768775
CKLF,-0.019377467,0.615771735
CKLF-CMTM1,0.028060244,0.789302997
CKM,-0.022482881,0.784469848
CKMT1A,-0.002246639,0.980866445
CKMT1B,-0.002246639,0.980866445
CKMT2,0.052061511,0.38973067
CKS1B,0.072148143,0.490654828
CKS2,0.244662169,0.068668886
CLASP1,-0.055636309,0.642029597
CLASP2,0.055228253,0.443882353
CLASRP,-0.095400464,0.328894562
CLC,0.309208564,0.325681835
CLCA1,0.046559265,0.461834998
CLCA2,0.062043285,0.231872734
CLCA3P,0.007740989,0.894977432
CLCA4,0.023229624,0.67181724
CLCC1,-0.036042033,0.647655938
CLCF1,0.222458596,0.016395856
CLCN1,0.066985571,0.298242693
CLCN2,-0.059041458,0.507231225
CLCN3,-0.024021662,0.82200074
CLCN4,0.019768836,0.687175731
CLCN5,0.004202339,0.949989641
CLCN6,-0.010922092,0.916732519
CLCN7,0.009712121,0.902776175
CLCNKA,0.076610722,0.248014798
CLCNKB,0.074291965,0.242459489
CLDN1,0.031630749,0.474942656
CLDN10,0.163102127,0.04581872
CLDN11,0.194998144,0.063376989
CLDN14,0.034381994,0.595540511
CLDN15,0.016753127,0.785417684
CLDN16,0.023500515,0.850947096
CLDN17,0.12672653,0.252597854
CLDN18,0.045764229,0.481761006
CLDN22,0.033684279,0.725313356
CLDN3,0.007253919,0.902344062
CLDN4,-0.011705653,0.841974843
CLDN5,0.080331634,0.54472586
CLDN6,-0.009006956,0.885210507
CLDN7,-0.010223221,0.919217166
CLDN8,0.154525684,0.026290048
CLDN9,0.029083193,0.708776915
CLDND1,0.109254828,0.524072512
CLEC10A,0.084272934,0.568802812
CLEC11A,0.015267389,0.910301887
CLEC16A,-0.128574995,0.093352571
CLEC1A,0.090603761,0.328353681
CLEC1B,0.049941544,0.795025527
CLEC2B,0.036296892,0.810751017
CLEC2D,-0.076393333,0.653265261
CLEC3B,0.004696438,0.976486866
CLEC4A,0.141992798,0.1812771
CLEC4E,0.055879607,0.740736959
CLEC4M,0.007593648,0.900355161
CLEC5A,0.147703734,0.28427155
CLEC7A,0.050823692,0.604129486
CLGN,0.089093962,0.149527932
CLIC1,0.080680791,0.342147984
CLIC1P1,-0.016789575,0.823288938
CLIC2,0.058834474,0.6276404
CLIC3,-0.155557633,0.198073992
CLIC4,0.009393805,0.886792453
CLIC5,-0.016357636,0.830012579
CLINT1,-0.077237002,0.343510914
CLIP1,-0.097919504,0.349331853
CLIP2,0.044892941,0.681055124
CLIP3,-0.016172285,0.881440622
CLIP4,-0.073405758,0.428557159
CLK1,0.198469428,0.196267111
CLK2,-0.066330166,0.549763226
CLK3,-0.034063975,0.604381798
CLK4,0.005972566,0.960244913
CLMN,0.011640989,0.915652238
CLN3,-0.020029224,0.815483537
CLN5,-0.066206092,0.477831299
CLN6,-0.004346196,0.96145024
CLN8,-0.041941811,0.46327636
CLNS1A,0.0103292,0.873712912
CLOCK,-0.037320141,0.580119127
CLP1,-0.003919488,0.96254162
CLPB,0.111762784,0.135761746
CLPP,-0.123932914,0.187403626
CLPS,0.052966854,0.474290048
CLPTM1,-0.235855112,0.068114687
CLPX,-0.088910682,0.439674436
CLSPN,-0.018784744,0.788755457
CLSTN1,-0.038730663,0.765342212
CLSTN2,0.013344573,0.838673326
CLSTN3,0.022278038,0.823884573
CLTA,0.07642181,0.295874954
CLTB,0.042025589,0.667101739
CLTC,-0.027216841,0.661965964
CLTC-IT1,0.034185993,0.605862375
CLTCL1,0.107641217,0.262734739
CLU,-0.176380208,0.198286349
CLUAP1,-0.025131533,0.794743618
CLUH,-0.021075902,0.794341842
CLUHP3,-0.146302293,0.331486496
CLUL1,0.143721429,0.055604883
CMA1,0.065253705,0.291466519
CMAHP,-0.123820285,0.373143914
CMAS,-0.226734968,0.031698113
CMC2,0.079314838,0.398287088
CMC4,-0.062699667,0.417609693
CMKLR1,-0.078032721,0.371466519
CMPK1,-0.119794685,0.236447651
CMTM6,0.004196494,0.964554939
CMTR1,-0.090684857,0.33536145
CNBP,-0.076452015,0.351835738
CNDP2,0.117844282,0.115329634
CNGA1,0.091733809,0.30854236
CNGA3,0.006223377,0.92172993
CNGB1,0.015480696,0.797961524
CNGB3,0.06531532,0.35009323
CNIH1,-0.016219175,0.848261191
CNIH3,0.032718981,0.592472808
CNIH4,0.081185993,0.41518239
CNKSR1,0.000579571,0.995144654
CNKSR2,0.005732508,0.925936367
CNN1,0.111726932,0.209886792
CNN2,-0.013460471,0.889146134
CNN3,-0.005454908,0.936876064
CNN3P1,0.059880533,0.401028487
CNNM1,0.140830688,0.030836108
CNNM2,0.048804178,0.423972623
CNNM3,0.016794609,0.815891972
CNNM4,0.114561138,0.074790973
CNOT1,-0.061639523,0.522867185
CNOT2,-0.006278804,0.933224565
CNOT3,-0.100667835,0.249351831
CNOT4,-0.038507034,0.605567148
CNOT6,-0.015321172,0.7774532
CNOT7,-0.102346021,0.425851276
CNOT8,-0.085503727,0.388386238
CNP,-0.034575829,0.677985942
CNPPD1,0.041054381,0.606336663
CNPY2,-0.012714484,0.897578986
CNPY3,0.10525539,0.264739919
CNPY4,0.064419368,0.432943396
CNR1,0.053782375,0.246852386
CNR2,0.113876072,0.083685535
CNTD2,0.00349865,0.974474288
CNTF,0.049839095,0.485968923
CNTFR,0.113100301,0.302704403
CNTLN,0.117377189,0.204287828
CNTN1,0.186199849,0.004732519
CNTN2,0.055162845,0.415015168
CNTN5,0.030251274,0.647331114
CNTN6,0.001972453,0.978797632
CNTNAP1,0.008495189,0.904790233
CNTNAP2,0.03321111,0.545296337
CNTNAP3P2,0.053262323,0.470469108
CNTRL,-0.045832053,0.622054754
COA1,-0.05929386,0.296333703
COA3,0.078882435,0.483863115
COA4,0.153945845,0.099028487
COA7,-0.053636569,0.56708768
COASY,-0.056586774,0.384705882
COBL,-0.071527816,0.396756197
COBLL1,-0.004758683,0.92399926
COCH,-0.052375815,0.593994821
COG2,-0.016684458,0.786318905
COG4,-0.032453671,0.58954347
COG5,-0.034205803,0.75863263
COG7,-0.053709681,0.529100999
COG8,-0.002812046,0.976625971
COIL,-0.02588762,0.815159452
COL10A1,0.068294807,0.338694044
COL11A1,0.08394366,0.115760266
COL11A2,0.053749802,0.558583056
COL13A1,0.04047784,0.510287088
COL14A1,-0.007616681,0.884981872
COL15A1,0.020075034,0.745835738
COL16A1,0.123420014,0.030096189
COL17A1,0.029922756,0.715516093
COL18A1,-0.042193987,0.597992601
COL19A1,0.049876709,0.46854828
COL1A1,0.086599711,0.191215686
COL1A2,0.205005259,0.215614502
COL21A1,0.104950164,0.136133925
COL2A1,-0.013390223,0.814057714
COL3A1,0.272478087,0.156717721
COL4A1,0.080276719,0.380899741
COL4A2,0.006961139,0.934762856
COL4A3,-0.002661582,0.961291158
COL4A3BP,-0.072626613,0.586973733
COL4A4,0.029746021,0.693109138
COL4A5,-0.057565047,0.314557159
COL4A6,0.01254346,0.823048465
COL5A1,0.067099177,0.139512394
COL5A2,0.072880005,0.310702183
COL5A3,0.060129948,0.451316315
COL6A1,0.046663835,0.374881243
COL6A2,-0.042140512,0.674229375
COL6A3,0.008110499,0.944033296
COL7A1,0.076280452,0.177208287
COL8A1,0.047757028,0.377512394
COL8A2,0.290424963,0.001012949
COL9A1,0.127288951,0.163600444
COL9A2,0.174357792,0.139435442
COL9A3,-0.043264496,0.67245579
COLEC10,-0.00427625,0.960699223
COLEC11,0.056952376,0.444829449
COLEC12,0.132154776,0.146679245
COLGALT1,0.074022779,0.631331853
COLGALT2,-0.105732673,0.371416204
COLQ,-0.149959208,0.149278579
COMMD10,0.047630359,0.71391195
COMMD3,0.061907118,0.497128376
COMMD3-BMI1,-0.149860014,0.101856456
COMMD4,0.111766035,0.321397706
COMMD8,-0.0800059,0.516426933
COMMD9,0.113063548,0.236096189
COMP,0.054174313,0.332797632
COMT,0.068490917,0.396402516
COPA,-0.002828196,0.966385498
COPB1,0.016170484,0.854009619
COPB2,0.065747229,0.451550129
COPE,-0.118822673,0.070665927
COPG1,-0.032934549,0.722401776
COPG2IT1,0.059211593,0.438685165
COPS2,-0.062329593,0.663399926
COPS3,0.008790905,0.915064743
COPS4,0.034470386,0.785737329
COPS5,-0.030354553,0.738810951
COPS6,0.079450613,0.384375139
COPS7A,0.072292745,0.436483167
COPS7B,-0.030798301,0.708141324
COPS8,-0.058028857,0.332175361
COPZ1,-0.024922676,0.783011469
COPZ2,0.079035012,0.38845061
COQ10B,0.065693362,0.572358121
COQ2,0.111039252,0.253797262
COQ3,-0.005911348,0.954648169
COQ4,-0.100382172,0.36381872
COQ6,0.025024177,0.773132815
COQ7,0.046321238,0.406130226
COQ9,0.002343508,0.979317055
CORIN,0.070475009,0.226849427
CORO1A,-0.213233204,0.106503145
CORO1B,-0.077599219,0.488995191
CORO1C,0.098854642,0.218191639
CORO2A,-0.140260484,0.110250832
CORO2B,0.031524684,0.662930818
CORO7,-0.053971743,0.507618202
CORT,0.053876676,0.529104698
COTL1,0.031468213,0.621163892
COX10,0.064808189,0.430331484
COX11,-0.151469868,0.039863855
COX15,-0.034089587,0.583118017
COX16,-0.034030722,0.713101739
COX17,0.074247175,0.425976323
COX20,0.045607339,0.862281909
COX4I1,-0.052726412,0.443374769
COX5A,0.111070223,0.112734739
COX5B,0.057101927,0.629064003
COX6A1,0.070573192,0.500699223
COX6A2,0.026043361,0.705963004
COX6B1,0.094461001,0.320231595
COX6B1P3,0.255166199,0.012672586
COX6C,-0.006458208,0.930503145
COX6CP1,0.031366649,0.768587495
COX6CP2,-0.046506262,0.368053274
COX7A1,0.049001748,0.512874584
COX7A2,-0.005622794,0.954384018
COX7A2L,-0.050272893,0.632162042
COX7A2P2,0.027503358,0.793278579
COX7B,0.051438588,0.60608879
COX7BP1,0.061556645,0.5581835
COX7C,-0.014979533,0.854079911
COX8A,0.080185277,0.50963522
CP,0.111527146,0.164310766
CPA1,0.037297286,0.555766926
CPA2,0.02208303,0.71927044
CPA3,0.206587342,0.064349242
CPA4,0.050949777,0.555585646
CPB1,0.066268459,0.316500185
CPB2,-0.023264257,0.713534591
CPD,-0.05703273,0.457975583
CPE,-0.010737936,0.826770255
CPEB1,0.02914733,0.741297817
CPEB3,0.019265196,0.823743248
CPED1,0.156869186,0.042589715
CPLX2,0.044967643,0.395741768
CPLX3,0.071934965,0.368701443
CPM,-0.029228819,0.734295228
CPN1,0.089238149,0.31618276
CPN2,-0.003073626,0.969152053
CPNE1,-0.094752133,0.284444691
CPNE3,-0.124389332,0.332318165
CPNE6,0.083414081,0.137371069
CPNE7,0.026843806,0.77154939
CPOX,-0.010279346,0.905103219
CPPED1,-0.020359496,0.900296707
CPQ,0.052608365,0.485869774
CPS1,0.018944263,0.778398076
CPS1-IT1,-0.094994276,0.159938587
CPSF1,-0.02248482,0.306621902
CPSF3L,-0.084129026,0.243413245
CPSF4,-0.008728373,0.895756567
CPSF6,-0.037986097,0.693021088
CPSF7,-0.032372143,0.750439512
CPT1A,-0.039825996,0.585036626
CPT1B,-0.144882025,0.355428783
CPT2,-0.03972647,0.694651128
CPTP,-0.026511744,0.798133185
CPVL,0.038361596,0.725526452
CPZ,0.03711619,0.58354791
CR1,0.004604132,0.94690936
CR2,-0.07150883,0.443853496
CRABP1,0.020125345,0.816665927
CRABP2,0.05841103,0.531166852
CRADD,0.029744377,0.74718017
CRAT,0.053021862,0.581993341
CRB1,0.02669236,0.690259711
CRBN,-0.076376762,0.586783574
CRCP,-0.071533973,0.235809101
CRCT1,-0.03848555,0.528062153
CREB1,-0.085798232,0.339982982
CREB3,-0.08471427,0.397368849
CREB3L1,0.046344283,0.449708472
CREB3L2,0.012225542,0.904970033
CREB5,0.036948776,0.847112838
CREBBP,-0.133680874,0.124353681
CREBL2,-0.087947298,0.295123196
CREBZF,-0.139723077,0.25563744
CREG1,0.087197991,0.45290566
CRELD1,-0.094105677,0.339195708
CRELD2,-0.046564566,0.495118017
CREM,0.074389529,0.513496855
CRH,0.047776077,0.430046615
CRHBP,0.069623181,0.39472882
CRHR1,0.030604112,0.589057344
CRHR2,0.014118545,0.806537921
CRIM1,-0.100619097,0.205849057
CRIP1,0.007057652,0.949219386
CRIP2,-0.172394591,0.050732519
CRIPT,0.154175134,0.237114317
CRISP1,-0.002615521,0.964740659
CRISP2,-0.059417634,0.369034406
CRISP3,0.062163095,0.288066593
CRISPLD2,0.205269347,0.166035516
CRK,-0.051080908,0.723720311
CRKL,-0.05977264,0.395022568
CRLF1,0.165199381,0.024280429
CRLF2,0.053674894,0.534017758
CRLF3,0.045320557,0.515982982
CRMP1,0.090809225,0.296969293
CRNKL1,0.095460508,0.402967074
CRNN,0.008069263,0.909134295
CROCC,0.053918665,0.507662597
CROCCP2,-0.044991592,0.619915649
CROCCP3,-0.045255771,0.511376989
CROT,0.003151531,0.975069182
CRP,0.003769733,0.95045209
CRTAC1,0.135210481,0.155337033
CRTAM,-0.01828677,0.850513504
CRTAP,0.132167742,0.291596004
CRTC1,0.003648863,0.959677395
CRTC3,-0.080902754,0.452198298
CRX,2.61E-05,0.999763966
CRY1,-0.126525461,0.190914539
CRY2,-0.069202972,0.39718017
CRYAA,0.016288988,0.816428413
CRYAB,0.002835608,0.973671476
CRYBA1,-0.00717903,0.899462079
CRYBA2,-0.003647622,0.959428783
CRYBA4,0.034277925,0.599890492
CRYBB1,-0.022191801,0.805376989
CRYBB2,0.205128508,0.15663966
CRYBB2P1,0.09056855,0.167404735
CRYBB3,0.080465322,0.273702553
CRYBG3,-0.05155546,0.494499445
CRYGA,0.094600231,0.201855716
CRYGB,0.040367327,0.598372179
CRYGC,-0.115045734,0.234855346
CRYGD,0.125387431,0.200012579
CRYGEP,0.035731903,0.670478727
CRYL1,0.004500297,0.963861635
CRYM,0.20081659,0.020831669
CRYZ,-0.126973557,0.307871994
CRYZL1,-0.051109573,0.674986312
CS,0.084650013,0.431605623
CSAD,-0.096908323,0.712850166
CSAG2,0.119838,0.16481983
CSAG3,0.119838,0.16481983
CSDC2,0.066709479,0.438924158
CSDE1,-0.019908289,0.853416944
CSE1L,0.014774373,0.878260451
CSF1,-0.004911726,0.942474288
CSF1R,0.262695109,0.021314095
CSF2,0.048628045,0.451945246
CSF2RA,-0.113162116,0.363622642
